ARCID,ATYP,ADEP,ADES,RM,ARF,ETD,TT,ETA,Flight Time,Adjusted Time,CAT,Seats,Airline
KLM87P,B739,EHAM,LEBL,PHBXS,390,06:30:00,17,08:10:00,01:40:00,01:08:00,D,183,KLM
WZZ521,A21N,LEBL,EPWR,9HWMG,370,08:15:00,20,10:45:00,02:30:00,01:55:00,D,230,WZZ
ICC03,C208,LEBL,LEBL,ECIRV,110,08:14:00,14,11:40:00,03:26:00,02:57:00,F,9,ICC
AUA39H,A320,LEBL,LOWW,OELBS,380,08:16:00,10,10:15:00,01:59:00,01:34:00,D,173,AUA
AFR75AZ,A321,LEBL,LFPG,FGTAP,320,08:05:00,10,09:50:00,01:45:00,01:20:00,D,207,AFR
NSZ365L,B38M,LEBL,EKCH,SENAA,390,08:15:00,20,10:45:00,02:30:00,01:55:00,D,170,NSZ
VLG62RM,A321,LEBL,LIRF,ECMLD,340,08:21:00,11,09:40:00,01:19:00,00:53:00,D,207,VLG
NSZ4251,B738,ESSA,LEBL,SERXB,390,05:15:00,15,08:20:00,03:05:00,02:35:00,D,184,NSZ
VLG4NV,A320,LIPE,LEBL,ECMER,350,07:00:00,15,08:20:00,01:20:00,00:50:00,D,173,VLG
WMT2DX,A21N,LEBL,LIRF,9HWNQ,340,08:20:00,20,09:45:00,01:25:00,00:50:00,D,230,WMT
VLG64RZ,A320,LEMH,LEBL,ECOFX,180,07:34:00,11,08:20:00,00:46:00,00:20:00,D,173,VLG
VLG31WN,A321,LEBL,LFPO,ECMQB,320,08:14:00,11,09:35:00,01:21:00,00:55:00,D,207,VLG
MAC376V,A320,LEBL,GMMW,CNNML,370,08:20:00,20,09:30:00,01:10:00,00:35:00,D,173,MAC
THY90W,A333,LTFM,LEBL,TCJNJ,390,05:20:00,25,08:25:00,03:05:00,02:25:00,B,284,THY
RYR2246,B738,LIRF,LEBL,9HQEK,330,07:04:00,14,08:25:00,01:21:00,00:52:00,D,184,RYR
EDC996,E550,LEBL,EGCC,GWLKR,400,08:35:00,20,10:20:00,01:45:00,01:10:00,E,12,EDC
EZY94BU,A320,EGPF,LEBL,GEZOK,370,06:05:00,1,08:25:00,02:20:00,02:04:00,D,173,EZY
SAS51B,A20N,LEBL,EKCH,SEROE,390,08:16:00,10,10:50:00,02:34:00,02:09:00,D,174,SAS
WJA66,B38M,CYHZ,LEBL,CGEHF,380,01:30:00,10,08:25:00,06:55:00,06:30:00,D,170,WJA
VLG2485,A319,LESO,LEBL,ECMIQ,300,07:37:00,7,08:25:00,00:48:00,00:26:00,D,144,VLG
ANE45ZG,CRJX,LEBL,LEBZ,ECMLN,330,08:21:00,8,09:35:00,01:14:00,00:51:00,E,100,ANE
JCO025M,GLEX,LGRP,LEBL,GIFMI,430,05:24:00,8,08:25:00,03:01:00,02:38:00,E,14,JCO
VLG2EE,A320,GCLP,LEBL,ECLLJ,380,05:42:00,14,08:25:00,02:43:00,02:14:00,D,173,VLG
VLG22YH,A20N,LIMJ,LEBL,ECNCU,330,07:29:00,11,08:30:00,01:01:00,00:35:00,D,174,VLG
EWG78ZW,A20N,LEBL,EDDK,DAENF,380,08:25:00,20,10:20:00,01:55:00,01:20:00,D,174,EWG
RYR57WZ,B38M,LEBL,EGCC,EIIHE,360,08:27:00,21,10:30:00,02:03:00,01:27:00,D,170,RYR
WZZ979,A21N,LEBL,LHBP,9HWDJ,370,08:30:00,20,10:40:00,02:10:00,01:35:00,D,230,WZZ
AAL192,B789,KDFW,LEBL,N826AN,410,22:48:00,18,08:30:00,09:42:00,09:09:00,B,284,AAL
AHY045,A319,UBBB,LEBL,4KAZ03,370,03:00:00,10,08:30:00,05:30:00,05:05:00,D,144,AHY
VLG33KR,A320,LEBL,EHAM,ECMVE,360,08:33:00,11,10:20:00,01:47:00,01:21:00,D,173,VLG
RYR7NQ,B738,LEBL,LEPA,9HQAD,190,08:31:00,21,09:00:00,00:29:00,00:15:00,D,184,RYR
VLG190W,A320,LEAS,LEBL,ECLOP,320,07:25:00,5,08:35:00,01:10:00,00:50:00,D,173,VLG
VLG5ZF,A20N,LEIB,LEBL,ECNFK,180,07:46:00,10,08:35:00,00:49:00,00:24:00,D,174,VLG
VLG2CL,A320,LEBL,LEIB,ECMBE,190,08:22:00,12,09:15:00,00:53:00,00:26:00,D,173,VLG
ITY074,A20N,LIRF,LEBL,EIHOM,350,07:14:00,11,08:35:00,01:21:00,00:55:00,D,174,ITY
FIN07RT,A321,LEBL,EFHK,OYRUU,350,08:32:00,8,12:25:00,03:53:00,03:30:00,D,207,FIN
EZY68NR,A319,EGKK,LEBL,GEZFT,330,06:51:00,11,08:40:00,01:49:00,01:23:00,D,144,EZY
VLG8250,A320,LEBL,LFPG,ECODN,300,08:38:00,13,10:00:00,01:22:00,00:54:00,D,173,VLG
DLH31H,A21N,LEBL,EDDF,DAIEN,360,08:32:00,11,10:30:00,01:58:00,01:32:00,D,230,DLH
DAL129,B764,LEBL,KJFK,N841MH,360,08:56:00,26,16:00:00,07:04:00,06:23:00,C,245,DAL
VLG6NA,A320,LEGR,LEBL,ECOFU,380,07:25:00,5,08:40:00,01:15:00,00:55:00,D,173,VLG
WMT277,A321,LEBL,LATI,HALTC,370,08:40:00,20,10:40:00,02:00:00,01:25:00,D,207,WMT
RYR10NA,B738,EGNX,LEBL,9HQFK,370,06:55:00,10,08:40:00,01:45:00,01:20:00,D,184,RYR
VLG37RL,A320,LIRF,LEBL,ECOGE,340,07:21:00,15,08:45:00,01:24:00,00:54:00,D,173,VLG
WMT95Z,A21N,LEBL,LOWW,9HWAO,360,08:42:00,20,10:45:00,02:03:00,01:28:00,D,230,WMT
VLG1VM,A320,LMML,LEBL,ECKDX,360,06:56:00,8,08:45:00,01:49:00,01:26:00,D,173,VLG
DFC63L,C56X,LEBL,LOWW,OKBIZ,410,08:49:00,20,10:50:00,02:01:00,01:26:00,F,9,DFC
JME210N,GALX,LEBL,LEMD,ECKRN,290,08:45:00,20,09:35:00,00:50:00,00:15:00,E,9,JME
VLG9ML,A320,LFPG,LEBL,ECNUP,370,07:30:00,11,08:45:00,01:15:00,00:49:00,D,173,VLG
VLG29BB,A321,LEMG,LEBL,ECNLY,340,07:26:00,11,08:50:00,01:24:00,00:58:00,D,207,VLG
DLH77T,A321,EDDM,LEBL,DAIDX,350,07:16:00,11,08:50:00,01:34:00,01:08:00,D,207,DLH
EZY78AF,A20N,LEBL,EGAA,GUZLF,380,08:54:00,21,11:10:00,02:16:00,01:40:00,D,174,EZY
VLG52FK,A320,GCXO,LEBL,ECJTQ,380,06:10:00,4,08:50:00,02:40:00,02:21:00,D,173,VLG
EJU32WH,A319,LEBL,LSGG,OELVG,320,08:56:00,21,10:05:00,01:09:00,00:33:00,D,144,EJU
VLG2JJ,A320,LDSP,LEBL,ECMJB,370,07:08:00,8,08:55:00,01:47:00,01:24:00,D,173,VLG
VLG63UE,A321,LEBL,EDDB,ECMJR,350,08:51:00,11,11:15:00,02:24:00,01:58:00,D,207,VLG
SEU404,A21N,LEBL,LUKK,9HPEC,380,08:47:00,17,11:50:00,03:03:00,02:31:00,D,230,SEU
RYR4LV,B738,ELLX,LEBL,9HQEW,370,07:35:00,15,08:55:00,01:20:00,00:50:00,D,184,RYR
ETD35Q,B78X,LEBL,OMAA,A6BMI,390,08:49:00,9,15:10:00,06:21:00,05:57:00,B,294,ETD
VLG3DQ,A320,LSZH,LEBL,ECLVV,330,07:46:00,11,08:55:00,01:09:00,00:43:00,D,173,VLG
VLG7BN,A321,LSGG,LEBL,ECMHS,330,07:55:00,10,08:55:00,01:00:00,00:35:00,D,207,VLG
VLG48RF,A321,LFRS,LEBL,ECMHB,330,07:50:00,10,09:00:00,01:10:00,00:45:00,D,207,VLG
VLG6504,A320,LEBL,LIRN,ECOJG,380,08:52:00,12,10:45:00,01:53:00,01:26:00,D,173,VLG
IBE0408,A321,LEBL,LEMD,ECJDR,290,08:47:00,12,09:50:00,01:03:00,00:36:00,D,207,IBE
AEE710,A21N,LGAV,LEBL,SXNAK,340,06:26:00,12,09:00:00,02:34:00,02:07:00,D,230,AEE
AFR44HZ,A321,LFPG,LEBL,FGTAQ,370,07:45:00,23,09:00:00,01:15:00,00:37:00,D,207,AFR
VLG123D,A321,LEBL,EGKK,ECMMU,340,09:02:00,12,10:45:00,01:43:00,01:16:00,D,207,VLG
VLG78TV,A321,LIPZ,LEBL,ECMGZ,350,07:45:00,11,09:05:00,01:20:00,00:54:00,D,207,VLG
WZZ1053,A21N,LEBL,EPKK,9HWAF,370,09:05:00,20,11:25:00,02:20:00,01:45:00,D,230,WZZ
TAP1030,A321,LPPT,LEBL,LYWSA,360,07:24:00,19,09:05:00,01:41:00,01:07:00,D,207,TAP
EWG6UP,A320,LEBL,EDDL,DABZN,360,09:02:00,20,10:50:00,01:48:00,01:13:00,D,173,EWG
RYR81BC,B738,LEBL,EGBB,9HQAL,380,08:50:00,20,10:55:00,02:05:00,01:30:00,D,184,RYR
AAL40,B788,KORD,LEBL,N870AX,410,01:17:00,37,09:10:00,07:53:00,07:01:00,B,266,AAL
EJU61VN,A319,LFSB,LEBL,OELKC,330,07:54:00,11,09:10:00,01:16:00,00:50:00,D,144,EJU
IBE2603,A332,LEBL,SAEZ,ECNNH,400,08:59:00,19,21:45:00,12:46:00,12:12:00,B,281,IBE
EZY57HF,A319,LEBL,EGGW,GEZAN,340,09:11:00,21,11:05:00,01:54:00,01:18:00,D,144,EZY
VLG2MC,A320,LEMH,LEBL,ECOKH,180,08:49:00,10,09:10:00,00:21:00,00:15:00,D,173,VLG
RYR40ZB,B738,LEBL,EIDW,EIEMK,360,09:17:00,16,11:20:00,02:03:00,01:32:00,D,184,RYR
VLG751K,A320,LEBL,EDDV,ECMEL,360,09:13:00,10,11:20:00,02:07:00,01:42:00,D,173,VLG
NSZ2901,B38M,LEBL,EFHK,SERTA,380,09:15:00,20,12:50:00,03:35:00,03:00:00,D,170,NSZ
RYR72PP,B738,LICJ,LEBL,9HQBM,380,07:42:00,12,09:15:00,01:33:00,01:06:00,D,184,RYR
QQE256,GLF6,LFMN,LEBL,A7CGG,270,08:02:00,12,09:15:00,01:13:00,00:46:00,E,15,QQE
RYR745M,B38M,LEBL,EGPH,9HVVI,360,09:19:00,20,11:35:00,02:16:00,01:41:00,D,170,RYR
AEA56GM,B738,LEPA,LEBL,ECLQX,180,08:35:00,17,09:15:00,00:40:00,00:08:00,D,184,AEA
EXS69VT,B738,EGCC,LEBL,GJZHX,390,07:29:00,18,09:15:00,01:46:00,01:13:00,D,184,EXS
RYR6SU,B38M,EICK,LEBL,EIIJM,390,07:15:00,10,09:20:00,02:05:00,01:40:00,D,170,RYR
ABR291,B738,LEBL,EDDP,EIAZG,380,09:22:00,17,11:25:00,02:03:00,01:31:00,D,184,ABR
VLG33BZ,A320,LPPR,LEBL,ECMAH,320,08:02:00,10,09:20:00,01:18:00,00:53:00,D,173,VLG
UAL991,B789,LEBL,KIAD,N24974,400,09:24:00,14,16:45:00,07:21:00,06:52:00,B,284,UAL
VLG8GA,A320,LFPO,LEBL,ECMCU,370,08:12:00,13,09:20:00,01:08:00,00:40:00,D,173,VLG
BEL8DL,A320,EBBR,LEBL,OOTCH,390,07:52:00,12,09:20:00,01:28:00,01:01:00,D,173,BEL
KLM1512,B739,LEBL,EHAM,PHBXS,340,09:25:00,10,11:10:00,01:45:00,01:20:00,D,183,KLM
RYR68HJ,B738,LEBL,EGGW,EIEBF,340,09:20:00,20,11:20:00,02:00:00,01:25:00,D,184,RYR
VLG7CH,A20N,LEBL,LPFR,ECNDA,310,09:27:00,10,10:50:00,01:23:00,00:58:00,D,174,VLG
VLG7GX,A321,EBBR,LEBL,ECNLX,370,07:56:00,11,09:25:00,01:29:00,01:03:00,D,207,VLG
VLG69EA,A319,LEBL,LIRQ,ECMIQ,340,09:27:00,12,10:45:00,01:18:00,00:51:00,D,144,VLG
VLG4DC,A320,LEBL,LDDU,ECOJH,380,09:21:00,11,11:15:00,01:54:00,01:28:00,D,173,VLG
VLG7TJ,A320,LEBL,GCFV,ECMBS,370,09:25:00,11,12:20:00,02:55:00,02:29:00,D,173,VLG
DLH39X,A321,EDDF,LEBL,DAISV,370,08:04:00,14,09:30:00,01:26:00,00:57:00,D,207,DLH
VLG4MW,A321,LECO,LEBL,ECMHA,320,08:11:00,6,09:30:00,01:19:00,00:58:00,D,207,VLG
VLG49ND,A320,LEBL,LSGG,ECMER,320,09:28:00,10,10:45:00,01:17:00,00:52:00,D,173,VLG
RYR3471,B738,LEBL,LEAL,EIDLD,250,09:32:00,20,10:15:00,00:43:00,00:08:00,D,184,RYR
IBE26BT,A332,KBOS,LEBL,ECNRG,410,03:19:00,19,09:30:00,06:11:00,05:37:00,B,281,IBE
ELY394,B739,LEBL,LLBG,4XEHB,350,09:31:00,13,13:15:00,03:44:00,03:16:00,D,183,ELY
VLG83CA,A20N,LEBL,LFBD,ECNFK,340,09:34:00,10,10:20:00,00:46:00,00:21:00,D,174,VLG
VLG1869,A320,EDDS,LEBL,ECKHN,370,08:16:00,11,09:35:00,01:19:00,00:53:00,D,173,VLG
RYR1TV,B738,LEBL,LIRF,9HQEK,340,09:39:00,20,10:55:00,01:16:00,00:41:00,D,184,RYR
TVF12YC,A20N,LFPO,LEBL,FHXSB,370,08:12:00,7,09:35:00,01:23:00,01:01:00,D,174,TVF
UAE81W,B77L,LEBL,MMMX,A6EWJ,380,09:22:00,17,20:45:00,11:23:00,10:51:00,B,240,UAE
EZY68WE,A320,LEBL,EGPF,GEZOK,361,09:40:00,20,11:55:00,02:15:00,01:40:00,D,173,EZY
EXS37FA,B738,LEBL,EGBB,OMLEX,320,09:37:00,20,11:40:00,02:03:00,01:28:00,D,184,EXS
VLG2TP,A321,LIRN,LEBL,ECMPV,340,08:14:00,9,09:40:00,01:26:00,01:02:00,D,207,VLG
VLG8010,A20N,LEBL,LFPO,ECNCU,340,09:41:00,11,11:00:00,01:19:00,00:53:00,D,174,VLG
DAL168,A333,KJFK,LEBL,N810NW,390,02:25:00,30,09:45:00,07:20:00,06:35:00,B,284,DAL
NSZ2NJ,B738,LEBL,ESSA,SERXB,390,09:45:00,20,12:55:00,03:10:00,02:35:00,D,184,NSZ
VLG4QA,A320,LEBL,LEZL,ECLOP,330,09:47:00,12,10:55:00,01:08:00,00:41:00,D,173,VLG
EZY68YK,A319,LEBL,EGKK,GEZFT,340,09:36:00,21,11:40:00,02:04:00,01:28:00,D,144,EZY
VLG3AW,A320,LEST,LEBL,ECMAN,320,08:15:00,15,09:45:00,01:30:00,01:00:00,D,173,VLG
VLG45FL,A320,LEBL,LIBD,ECLLJ,380,09:46:00,11,11:30:00,01:44:00,01:18:00,D,173,VLG
VLG41QL,A321,LDDU,LEBL,ECMQL,340,07:59:00,9,09:50:00,01:51:00,01:27:00,D,207,VLG
VLG68LU,A319,LIRQ,LEBL,ECMKV,350,08:35:00,20,09:50:00,01:15:00,00:40:00,D,144,VLG
EIN5WG,A20N,LEBL,EIDW,EINSA,360,09:55:00,21,11:55:00,02:00:00,01:24:00,D,174,EIN
RYR74XY,B738,EBBR,LEBL,EIDCJ,370,08:19:00,13,09:50:00,01:31:00,01:03:00,D,184,RYR
VLG2EQ,A20N,EKCH,LEBL,ECNCS,390,07:25:00,10,09:50:00,02:25:00,02:00:00,D,174,VLG
ITY077,A20N,LEBL,LIRF,EIHOM,340,09:52:00,10,11:10:00,01:18:00,00:53:00,D,174,ITY
BAW484C,A319,EGLL,LEBL,GEUOE,350,08:27:00,27,09:50:00,01:23:00,00:41:00,D,144,BAW
VLG49SM,A320,LEBL,LOWW,ECOFU,380,09:53:00,10,11:55:00,02:02:00,01:37:00,D,173,VLG
WMT3025,A21N,LIMC,LEBL,9HWNI,330,08:51:00,16,09:55:00,01:04:00,00:33:00,D,230,WMT
VLG8SD,A320,LEBB,LEBL,ECJYX,300,08:57:00,10,09:55:00,00:58:00,00:33:00,D,173,VLG
WJA8,B789,CYYC,LEBL,CGKKN,410,01:10:00,10,09:55:00,08:45:00,08:20:00,B,284,WJA
VLG2QK,A321,LEBL,LEGR,ECNLY,350,09:51:00,11,11:00:00,01:09:00,00:43:00,D,207,VLG
CYP323,BCS3,LEBL,LCLK,5BDEF,370,10:02:00,16,13:25:00,03:23:00,02:52:00,D,150,CYP
NMA7800,A320,HELX,LEBL,SUNMH,340,05:35:00,5,10:00:00,04:25:00,04:05:00,D,173,NMA
RYR6362,B738,LEBL,LEPA,9HQFK,190,09:45:00,20,10:25:00,00:40:00,00:05:00,D,184,RYR
RYR588Q,B738,LIPE,LEBL,EIENP,350,08:40:00,15,10:00:00,01:20:00,00:50:00,D,184,RYR
SIA387,A359,LEBL,WSSS,9VSMK,410,09:58:00,20,22:45:00,12:47:00,12:12:00,B,297,SIA
AEA84SQ,B789,LEBL,LEMD,ECOFP,290,10:00:00,11,10:50:00,00:50:00,00:24:00,B,284,AEA
VLG3WY,A320,LEBL,LIRF,ECMJB,340,10:06:00,11,11:25:00,01:19:00,00:53:00,D,173,VLG
RYR6TA,B738,LEBL,LPFR,9HQEW,370,10:15:00,20,11:35:00,01:20:00,00:45:00,D,184,RYR
AAL41,B788,LEBL,KORD,N803AL,380,10:02:00,13,18:10:00,08:08:00,07:40:00,B,266,AAL
DAL195,A359,LEBL,KATL,N572DZ,380,09:51:00,16,18:45:00,08:54:00,08:23:00,B,297,DAL
EJU96WZ,A319,EGKK,LEBL,OELQU,350,08:39:00,13,10:10:00,01:31:00,01:03:00,D,144,EJU
VLG1306,A320,LEBL,LEAL,ECOGE,270,10:03:00,13,11:00:00,00:57:00,00:29:00,D,173,VLG
AHY046,A319,LEBL,UBBB,4KAZ03,390,10:06:00,16,15:05:00,04:59:00,04:28:00,D,144,AHY
VLG6JG,A320,LEZL,LEBL,ECMYB,340,09:09:00,10,10:15:00,01:06:00,00:41:00,D,173,VLG
VLG69GB,A320,LEBL,GCXO,ECLVU,370,10:14:00,9,13:10:00,02:56:00,02:32:00,D,173,VLG
AAO14,E50P,LEGE,LEBL,OKVAN,100,09:59:00,9,10:15:00,00:16:00,00:15:00,F,5,AAO
LOT437,B738,EPWA,LEBL,SPLWD,380,07:35:00,15,10:15:00,02:40:00,02:10:00,D,184,LOT
JFA99X,PC24,LSZA,LEBL,LXZAP,310,09:05:00,5,10:15:00,01:10:00,00:50:00,F,8,JFA
VLG4AT,A320,LEBL,LEPA,ECNUP,170,10:06:00,11,10:45:00,00:39:00,00:13:00,D,173,VLG
VLG21ER,A321,LEBL,LIMC,ECMHB,300,10:15:00,10,11:35:00,01:20:00,00:55:00,D,207,VLG
KLM41H,B738,EHAM,LEBL,PHBXF,390,08:38:00,15,10:20:00,01:42:00,01:12:00,D,184,KLM
VLG17WR,A320,LEBL,EBBR,ECKRH,340,10:17:00,12,12:05:00,01:48:00,01:21:00,D,173,VLG
DLH92J,A321,LEBL,EDDM,DAIDX,360,10:18:00,10,12:05:00,01:47:00,01:22:00,D,207,DLH
AXE8108,B733,LIRQ,LEBL,LYCHF,350,09:23:00,20,10:20:00,00:57:00,00:22:00,E,142,AXE
AEA6037,B738,LEBL,LEPA,ECLQX,170,10:16:00,10,10:50:00,00:34:00,00:09:00,D,184,AEA
VLG9SY,A320,LEBL,LFSB,ECMAH,340,10:24:00,11,11:45:00,01:21:00,00:55:00,D,173,VLG
RYR6QP,B38M,LEBL,LEIB,EIIJM,190,10:23:00,20,11:00:00,00:37:00,00:02:00,D,170,RYR
DLH51F,A320,EDDM,LEBL,DAIUE,370,09:00:00,12,10:25:00,01:25:00,00:58:00,D,173,DLH
AXY632K,CRJ2,LFMN,LEBL,9HYOU,270,09:29:00,14,10:25:00,00:56:00,00:27:00,E,49,AXY
THY1854,A333,LEBL,LTFM,TCJNJ,400,10:28:00,15,13:15:00,02:47:00,02:17:00,B,284,THY
PGT1ZF,A21N,LTFJ,LEBL,TCRBL,330,07:20:00,15,10:25:00,03:05:00,02:35:00,D,230,PGT
RYR4QJ,B738,LIME,LEBL,EIEMA,310,09:26:00,13,10:25:00,00:59:00,00:31:00,D,184,RYR
VLG3KG,A321,LEBL,EGCC,ECMGZ,340,10:28:00,13,12:30:00,02:02:00,01:34:00,D,207,VLG
NJE619H,CL35,LEBL,LEMG,CSCHD,310,10:33:00,20,11:40:00,01:07:00,00:32:00,E,9,NJE
VLG8PQ,A321,LEBL,LPPT,ECMHS,350,10:24:00,9,11:55:00,01:31:00,01:07:00,D,207,VLG
ACA823,B77W,LEBL,CYUL,CFIVM,380,10:24:00,14,17:30:00,07:06:00,06:37:00,B,331,ACA
CCA846,A359,LEBL,ZBAA,B307C,390,10:33:00,14,20:25:00,09:52:00,09:23:00,B,297,CCA
EJU86QA,A319,EGGD,LEBL,OELQQ,390,09:04:00,9,10:35:00,01:31:00,01:07:00,D,144,EJU
VLG5HA,A320,EHAM,LEBL,ECKDX,370,08:42:00,10,10:35:00,01:53:00,01:28:00,D,173,VLG
VLG57RJ,A320,LEBL,LIEO,ECLVV,340,10:37:00,12,11:45:00,01:08:00,00:41:00,D,173,VLG
AEE711,A21N,LEBL,LGAV,SXNAK,370,10:39:00,10,13:05:00,02:26:00,02:01:00,D,230,AEE
UAL121,B772,LEBL,KEWR,N795UA,360,10:20:00,20,18:00:00,07:40:00,07:05:00,B,296,UAL
AAL193,B789,LEBL,KDFW,N826AN,380,10:43:00,23,20:20:00,09:37:00,08:59:00,B,284,AAL
BEL7MF,A320,LEBL,EBBR,OOTCH,340,10:45:00,10,12:30:00,01:45:00,01:20:00,D,173,BEL
IBE2630,A332,KMIA,LEBL,ECOHY,400,01:55:00,10,10:45:00,08:50:00,08:25:00,B,281,IBE
EJU48YF,A319,LEBL,EDDB,OELKC,360,10:44:00,21,12:55:00,02:11:00,01:35:00,D,144,EJU
IBE04YZ,A321,LEMD,LEBL,ECJDM,260,09:57:00,15,10:45:00,00:48:00,00:18:00,D,207,IBE
RYR5293,B738,LEBL,LICJ,9HQBM,370,10:44:00,20,12:10:00,01:26:00,00:51:00,D,184,RYR
VLG141P,A320,LEIB,LEBL,ECMBE,180,10:06:00,7,10:50:00,00:44:00,00:22:00,D,173,VLG
VLG71PG,A320,EGKK,LEBL,ECMES,350,08:29:00,19,10:50:00,02:21:00,01:47:00,D,173,VLG
VLG8BL,A320,LEBL,LEJR,ECJTQ,350,10:35:00,10,12:00:00,01:25:00,01:00:00,D,173,VLG
N412JK,GA5C,LEBL,KTEB,N412JK,450,10:42:00,20,18:00:00,07:18:00,06:43:00,E,14,N41
VLG55UB,A21N,EDDM,LEBL,ECNYE,350,09:23:00,13,10:50:00,01:27:00,00:59:00,D,230,VLG
IBE26MK,A339,KJFK,LEBL,CSTKH,400,04:10:00,30,10:50:00,06:40:00,05:55:00,B,280,IBE
VLG16CP,A321,LEBL,LIPZ,ECMHA,340,10:45:00,10,12:25:00,01:40:00,01:15:00,D,207,VLG
VLG93YP,A321,LEBL,LFRS,ECNLX,340,10:50:00,10,11:55:00,01:05:00,00:40:00,D,207,VLG
WJA67,B38M,LEBL,CYHZ,CGEHF,360,10:52:00,17,17:20:00,06:28:00,05:56:00,D,170,WJA
RYR29LL,B738,EPGD,LEBL,EIDPI,380,08:23:00,14,10:55:00,02:32:00,02:03:00,D,184,RYR
DLH76E,A20N,EDDF,LEBL,DAINJ,390,09:16:00,16,10:55:00,01:39:00,01:08:00,D,174,DLH
VLG46TQ,A320,LEBL,EGKK,ECOKH,340,10:58:00,12,12:40:00,01:42:00,01:15:00,D,173,VLG
VLG8ZX,A320,LEBL,LEBB,ECJYX,290,10:51:00,11,11:45:00,00:54:00,00:28:00,D,173,VLG
TSC260,A21N,CYUL,LEBL,CGOKG,360,03:55:00,10,11:00:00,07:05:00,06:40:00,D,230,TSC
VLG2DY,A320,LPPT,LEBL,ECOJH,380,09:01:00,15,11:00:00,01:59:00,01:29:00,D,173,VLG
VLG7BQ,A321,LGAV,LEBL,ECNLV,340,08:16:00,11,11:00:00,02:44:00,02:18:00,D,207,VLG
TVF38NC,A20N,LEBL,LFPO,FHXSB,360,10:55:00,20,12:15:00,01:20:00,00:45:00,D,174,TVF
QQE256,GLF6,LEBL,KTEB,A7CGG,470,10:56:00,20,18:10:00,07:14:00,06:39:00,E,15,QQE
KAC135,A338,OKKK,LEBL,9KAPF,400,05:05:00,10,11:00:00,05:55:00,05:30:00,B,260,KAC
VLG3070,A320,LEBL,LTFM,ECMCU,370,11:03:00,13,14:05:00,03:02:00,02:34:00,D,173,VLG
DLH62A,A321,LEBL,EDDF,DAISV,340,11:00:00,10,12:50:00,01:50:00,01:25:00,D,207,DLH
VLG87JF,A321,EIDW,LEBL,ECMGY,350,08:55:00,2,11:05:00,02:10:00,01:53:00,D,207,VLG
RYR7MW,B738,GMTT,LEBL,EIENG,380,09:50:00,15,11:05:00,01:15:00,00:45:00,D,184,RYR
EXS65BM,B738,LEBL,EGCC,GJZHX,380,11:00:00,20,13:05:00,02:05:00,01:30:00,D,184,EXS
VLG7HU,A321,LEBL,LFPO,ECMPV,340,11:05:00,10,12:20:00,01:15:00,00:50:00,D,207,VLG
VLG1QC,A320,LEBL,LEMH,ECMAN,190,11:06:00,11,11:40:00,00:34:00,00:08:00,D,173,VLG
CCA578,A359,LEBL,ZSPD,B1085,390,11:10:00,20,22:30:00,11:20:00,10:45:00,B,297,CCA
VLG93NJ,A320,LKPR,LEBL,ECLVO,370,09:16:00,17,11:10:00,01:54:00,01:22:00,D,173,VLG
VLG6109,A320,LIRF,LEBL,ECMFN,340,10:01:00,16,11:10:00,01:09:00,00:38:00,D,173,VLG
RZO506,A20N,LPPD,LEBL,CSTSK,390,07:59:00,9,11:10:00,03:11:00,02:47:00,D,174,RZO
VLG996B,A320,GCLP,LEBL,ECLAB,380,08:22:00,14,11:15:00,02:53:00,02:24:00,D,173,VLG
WMT7875,A21N,LEBL,LIMC,9HWNI,340,11:15:00,20,12:25:00,01:10:00,00:35:00,D,230,WMT
VLG52VQ,A20N,LEBL,EHAM,ECNCS,360,11:19:00,10,13:00:00,01:41:00,01:16:00,D,174,VLG
RYR58FA,B738,LEBL,EBCI,EIDCJ,340,11:20:00,20,12:55:00,01:35:00,01:00:00,D,184,RYR
BAW474K,A20N,EGLL,LEBL,GTTNT,350,09:49:00,23,11:15:00,01:26:00,00:48:00,D,174,BAW
THY8XM,A321,LTFM,LEBL,TCJSC,360,08:26:00,20,11:20:00,02:54:00,02:19:00,D,207,THY
VLG7UA,A320,EGLL,LEBL,ECODM,350,09:11:00,27,11:20:00,02:09:00,01:27:00,D,173,VLG
VLG56XU,A320,LEBL,LEMH,ECMVO,190,11:06:00,16,11:50:00,00:44:00,00:13:00,D,173,VLG
AAL67,B772,LEBL,KJFK,N795AN,380,11:26:00,17,18:35:00,07:09:00,06:37:00,B,296,AAL
BAW485G,A319,LEBL,EGLL,GEUOE,340,11:02:00,12,13:05:00,02:03:00,01:36:00,D,144,BAW
VLG985G,A321,EDDH,LEBL,ECMLM,350,09:30:00,10,11:25:00,01:55:00,01:30:00,D,207,VLG
CSDJI,E50P,LEBL,LEPA,CSDJI,190,11:20:00,20,11:55:00,00:35:00,00:00:00,F,5,CSD
CPA318,A359,LEBL,VHHH,BLRC,410,11:25:00,21,22:35:00,11:10:00,10:34:00,B,297,CPA
ACA821,B77W,LEBL,CYYZ,CFIUL,360,11:34:00,16,19:00:00,07:26:00,06:55:00,B,331,ACA
BTI9TZ,BCS3,EVRA,LEBL,YLABX,380,08:19:00,10,11:30:00,03:11:00,02:46:00,D,150,BTI
SXS6E,B38M,LTBJ,LEBL,TCSMN,380,08:43:00,10,11:30:00,02:47:00,02:22:00,D,170,SXS
